vpdmfId	journalTitle	nlmId	abbr	ISSN
23458	Liquid crystals	101516677	Liq Cryst	0267-8292
23459	Food science and technology bulletin	101517194	Food Sci Technol Bull	XXXX-XXXX
23460	Toxicological and environmental chemistry	8109171	Toxicol Environ Chem	0277-2248
23461	Topics in language disorders	8201220	Top Lang Disord	0271-8294
23462	Journal of medical physics / Association of Medical Physicists of India	9441104	J Med Phys	0971-6203
23463	The prevention researcher	9710452	Prev Res	1086-4385
23464	Acoustical physics	9887141	Acoust Phys	1063-7710
23465	Theoretical chemistry accounts	9892366	Theor Chem Acc	1432-881X
23466	The Systems thinker	100911237	Syst Thinker	1050-2726
23467	Vascular disease prevention	101208444	Vasc Dis Prev	1567-2700
23468	Acta chimica Slovenica	101247110	Acta Chim Slov	1318-0207
23469	Annals of Indian Academy of Neurology	101273955	Ann Indian Acad Neurol	0972-2327
23470	Translational oncogenomics	101276050	Transl Oncogenomics	XXXX-XXXX
23471	The patient	101309314	Patient	1178-1653
23472	Nutrition research and practice	101311052	Nutr Res Pract	1976-1457
23473	Therapeutic advances in neurological disorders	101480242	Ther Adv Neurol Disord	1756-2856
23474	Topics in cognitive science	101506764	Top Cogn Sci	1756-8757
23475	Acta mathematicae applicatae Sinica (English series)	101508790	Acta Math Appl Sin	0168-9673
23476	US endocrinology	101515126	US Endocrinol	1758-3918
23477	The open nuclear medicine journal	101515223	Open Nucl Med J	XXXX-XXXX
23478	Florida public health review	101515215	Fla Public Health Rev	XXXX-XXXX
23479	The open pain journal	101515226	Open Pain J	XXXX-XXXX
23480	The open public health journal	101515248	Open Public Health J	XXXX-XXXX
23481	The open tissue engineering and regenerative medicine journal	101515232	Open Tissue Eng Regen Med J	XXXX-XXXX
23482	The open psychiatry journal	101515249	Open Psychiatr J	XXXX-XXXX
23483	The open neuroscience journal	101515250	Open Neurosci J	XXXX-XXXX
23484	Advances and applications in statistical sciences	101515432	Adv Appl Stat Sci	0974-6811
23485	Advances in adaptive data analysis	101515463	Adv Adapt Data Anal	1947-9840
23486	Advances in systems science and applications	101515454	Adv Syst Sci Appl	XXXX-XXXX
23487	International journal of pediatric endocrinology	101516111	Int J Pediatr Endocrinol	1687-9848
23488	International journal of microbiology	101516125	Int J Microbiol	1687-918X
23489	Cardiovascular psychiatry and neurology	101516142	Cardiovasc Psychiatry Neurol	2090-0163
23490	Journal of environmental and public health	101516361	J Environ Public Health	1687-9805
23491	International journal of endocrinology	101516376	Int J Endocrinol	1687-8337
23492	Cardiology research and practice	101516542	Cardiol Res Pract	2090-8016
23493	International journal of pediatrics	101517077	Int J Pediatr	1687-9740
23494	Obstetrics and gynecology international	101517078	Obstet Gynecol Int	1687-9589
23495	Vulnerable children and youth studies	101305112	Vulnerable Child Youth Stud	1745-0128
23496	Applied psychological measurement	7905715	Appl Psychol Meas	0146-6216
23497	Clinical diabetes : a publication of the American Diabetes Association	8406985	Clin Diabetes	0891-8929
23498	Athletic therapy today : the journal for sports health care professionals	9602352	Athl Ther Today	1078-7895
23499	American journal of health studies	9708556	Am J Health Stud	1090-0500
23500	The annals of long-term care : the official journal of the American Medical Directors Association	100891806	Ann Longterm Care	1524-7929
23501	Communication research reports : CRR	101124843	Commun Res Rep	0882-4096
23502	Clinical proteomics	101184586	Clin Proteomics	1542-6416
23503	Africa journal of nursing and midwifery	101190324	Afr J Nurs Midwifery	1682-5055
23504	Community oncology	101223547	Community Oncol	1548-5315
23505	Psychiatrie (Stuttgart, Germany)	101233816	Psychiatrie (Stuttg)	1614-4864
23506	Current pediatric reviews	101240290	Curr Pediatr Rev	1573-3963
23507	Current cancer therapy reviews	101253264	Curr Cancer Ther Rev	1573-3947
23508	American journal of lifestyle medicine	101300023	Am J Lifestyle Med	1559-8276
23509	Current chemical biology	101310836	Curr Chem Biol	1872-3136
23510	Clinical medicine. Cardiology	101466475	Clin Med Cardiol	XXXX-XXXX
23511	Advances in biological research	101515449	Adv Biol Res (Rennes)	1992-0067
23512	AIP conference proceedings	101515450	AIP Conf Proc	0094-243X
23513	AAPI nexus : Asian Americans and Pacific Islanders, policy practice and community	101515566	AAPI Nexus	1545-0317
23514	Diabetes, metabolic syndrome and obesity : targets and therapy	101515585	Diabetes Metab Syndr Obes	XXXX-XXXX
23515	Computers & chemical engineering	101515574	Comput Chem Eng	0098-1354
23516	Applied numerical mathematics : transactions of IMACS	101515626	Appl Numer Math	0168-9274
23517	Behavior analysis in practice	101515653	Behav Anal Pract	1998-1929
23518	Bernoulli : official journal of the Bernoulli Society for Mathematical Statistics and Probability	101515657	Bernoulli (Andover)	1350-7265
23519	Cancer growth and metastasis	101515668	Cancer Growth Metastasis	XXXX-XXXX
23520	International health	101517095	Int Health	1876-3413
23521	Database : the journal of biological databases and curation	101517697	Database (Oxford)	XXXX-XXXX
23522	Clinical pulmonary medicine	9421562	Clin Pulm Med	1068-0640
23523	Journal of environmental engineering (New York, N.Y.)	9880301	J Environ Eng (New York)	0733-9372
23524	Journal of coordination chemistry	9884880	J Coord Chem	0095-8972
23525	Measurement : interdisciplinary research and perspectives	101128797	Measurement ( Mahwah N J)	1536-6367
23526	Nigerian journal of natural products and medicine	101149981	Niger J Nat Prod Med	1118-6267
23527	Dimensions of dental hygiene	101207156	Dimens Dent Hyg	1542-7838
23528	American journal of immunology	101235276	Am J Immunol	1553-619X
23529	International journal of clinical and health psychology : IJCHP	101237969	Int J Clin Health Psychol	1697-2600
23530	Applied psychology in criminal justice	101262453	Appl Psychol Crim Justice	1550-3550
23531	Animal reproduction / Colegio Brasileiro de Reproducao Animal	101272804	Anim Reprod	1806-9614
23532	Air quality, atmosphere, & health	101317801	Air Qual Atmos Health	1873-9318
23533	Anti-inflammatory & anti-allergy agents in medicinal chemistry	101462262	Antiinflamm Antiallergy Agents Med Chem	1871-5230
23534	Journal of drug addiction, education, and eradication	101464623	J Drug Addict Educ Erad	1546-6965
23535	EMBO molecular medicine	101487380	EMBO Mol Med	1757-4676
23536	Environmental health insights	101488505	Environ Health Insights	XXXX-XXXX
23537	HIV therapy	101500287	HIV Ther	1758-4310
23538	Wiley interdisciplinary reviews. Nanomedicine and nanobiotechnology	101508311	Wiley Interdiscip Rev Nanomed Nanobiotechnol	1939-5116
23539	Future medicinal chemistry	101511162	Future Med Chem	1756-8919
23540	Analysis of gambling behavior	101515788	Anal Gambl Behav	1942-6453
23541	Chemical engineering and processing = Genie des procedes = Verfahrenstechnik	101515813	Chem Eng Process	0255-2701
23542	ECHO	101515831	Echo	XXXX-XXXX
23543	Finite elements in analysis and design : the international journal of applied finite elements and computer aided engineering	101515905	Finite Elem Anal Des	0168-874X
23544	Experiments in fluids	101515895	Exp Fluids	0723-4864
23545	Wiley interdisciplinary reviews. Systems biology and medicine	101516550	Wiley Interdiscip Rev Syst Biol Med	1939-5094
23546	Advances in applied mathematics	101517488	Adv Appl Math	XXXX-XXXX
23547	IEEE transactions on applied superconductivity : a publication of the IEEE Superconductivity Committee	101517554	IEEE Trans Appl Supercond	1051-8223
23548	Educacao e realidade	101517503	Educ Real	0100-3143
23549	Journal of experimental neuroscience	101517658	J Exp Neurosci	XXXX-XXXX
23550	Journal of developmental origins of health and disease	101517692	J Dev Orig Health Dis	2040-1744
23551	Acta universitatis sapientiae. Mathematica	101517810	Acta Univ Sapientiae Matem	1844-6094
23552	Asian journal of psychiatry	101517820	Asian J Psychiatr	1876-2018
23553	Os urbanitas	101517872	Urbanitas	1806-0528
23554	Human factors and ergonomics in manufacturing	101517818	Hum Factors Ergon Manuf	1090-8471
23555	Ciencias sociales y religion = Ciencias sociais e religiao	101517879	Cienc Soc Relig	1518-4463
23556	Phytotaxa	101517955	Phytotaxa	1179-3155
23557	Bryonora : zpravodaj Bryologicko-lichenologicke sekce CBS	101517982	Bryonora (Praha)	0862-8904
23558	Journal of organizational behavior management	7708243	J Organ Behav Manage	0160-8061
23559	Journal of behavioral decision making	8809952	J Behav Decis Mak	0894-3257
23560	Human evolution	8915192	Hum Evol	0393-9375
23561	Home health care management & practice	9607039	Home Health Care Manag Pract	1084-8223
23562	Journal of aggression, maltreatment & trauma	9802540	J Aggress Maltreat Trauma	1092-6771
23563	Journal of chemometrics	9882381	J Chemom	0886-9383
23564	Journal of electron spectroscopy and related phenomena	9884114	J Electron Spectros Relat Phenomena	0368-2048
23565	Journal of community practice	9887973	J Community Pract	1070-5422
23566	Geriatrics & aging	100968570	Geriatr Aging	1488-8408
23567	Journal of couple & relationship therapy	101127675	J Couple Relatsh Ther	1533-2691
23568	Pharmaceutical development and regulation	101174626	Pharm Dev Regul	1175-9046
23569	Journal of biological physics and chemistry : JBPC	101175583	J Biol Phys Chem	1512-0856
23570	Journal of computational and theoretical nanoscience	101231049	J Comput Theor Nanosci	1546-1955
23571	Allergy, asthma, and clinical immunology : official journal of the Canadian Society of Allergy and Clinical Immunology	101244313	Allergy Asthma Clin Immunol	1710-1484
23572	Heart and metabolism : management of the coronary patient	101515671	Heart Metab	1566-0338
23573	Horizonte de enfermeria	101515854	Horiz Enferm	0716-8861
23574	Institute of Mathematical Statistics collections	101515901	Inst Math Stat Collect	1939-4039
23575	Journal of cyber therapy and rehabilitation	101515927	J Cyber Ther Rehabil	1784-9934
23576	HIV/AIDS (Auckland, N.Z.)	101515943	HIV AIDS (Auckl)	XXXX-XXXX
23577	Logic journal of the IGPL / Interest Group in Pure and Applied Logics	101516540	Log J IGPL	1367-0751
23578	Journal of ambient intelligence and smart environments	101516389	J Ambient Intell Smart Environ	1876-1364
23579	Research in social stratification and mobility	101516547	Res Soc Stratif Mobil	0276-5624
23580	The European physical journal. Special topics	101516555	Eur Phys J Spec Top	1951-6355
23581	The open vaccine journal	101516558	Open Vaccine J	XXXX-XXXX
23582	Tomorrow's technology transfer	101516560	Tomorrows Technol Transf	XXXX-XXXX
23583	Spatial and spatio-temporal epidemiology	101516571	Spat Spatiotemporal Epidemiol	1877-5845
23584	Journal of angiogenesis research	101517302	J Angiogenes Res	XXXX-XXXX
23585	Science international (Lahore)	101518217	Sci Int (Lahore)	1013-5316
23586	Journal of natural medicines	101518405	J Nat Med	1340-3443
23587	Aerobiologia	9890372	Aerobiologia (Bologna)	0393-5965
23588	Pediatric endocrinology, diabetes, and metabolism	101518750	Pediatr Endocrinol Diabetes Metab	2081-237X
23589	Madjalah PDGI	9425130	Madj Persat Dokt Gigi Indones	0024-9548
23590	Indian journal of occupational and environmental medicine	9815775	Indian J Occup Environ Med	0973-2284
23591	Journal of Indian Association of Pediatric Surgeons	101179870	J Indian Assoc Pediatr Surg	0971-9261
23592	Asian journal of transfusion science	101306858	Asian J Transfus Sci	0973-6247
23593	Global health action	101496665	Glob Health Action	1654-9716
23594	Acta medico-historica adriatica : AMHA	101241032	Acta Med Hist Adriat	1334-4366
23595	Asia-Pacific journal of clinical oncology	101241430	Asia Pac J Clin Oncol	1743-7555
23596	Bioscience trends	101502754	Biosci Trends	1881-7815
23597	The clinical respiratory journal	101315570	Clin Respir J	1752-6981
23598	CSH protocols	101280522	CSH Protoc	XXXX-XXXX
23599	The Gulf journal of oncology	101500911	Gulf J Oncolog	2078-2101
23600	Hematology/oncology and stem cell therapy	101468532	Hematol Oncol Stem Cell Ther	1658-3876
23601	The International journal of pharmacy practice	9204243	Int J Pharm Pract	0961-7671
23602	International journal of rheumatic diseases	101474930	Int J Rheum Dis	1756-1841
23603	International orthodontics / College europeen d'orthodontie	101184882	Int Orthod	1761-7227
23604	Journal of medicine and life	101477617	J Med Life	1844-122X
23605	Obesity facts	101469429	Obes Facts	1662-4025
23606	Revista do Colegio Brasileiro de Cirurgioes	7809515	Rev Col Bras Cir	0100-6991
23607	Rivista di psichiatria	0425672	Riv Psichiatr	0035-6484
23608	Tsetse and trypanosomiasis information quarterly	8009982	Tsetse Trypanos Inf Q	0142-193X
23609	Topics in geriatric rehabilitation	8606637	Top Geriatr Rehabil	0882-7524
23610	Trends in food science & technology	9426004	Trends Food Sci Technol	0924-2244
23611	European psychologist	9610306	Eur Psychol	1016-9040
23612	Psicologia conductual	9711472	Psicol Conductual	1132-9483
23613	Psicologia em estudo / Universidade Estadual de Maringa, Centro de Ciencias Humanas Letras e Artes, Departamento de Psicologia	9812601	Psicol Estud	1413-7372
23614	Macromolecular rapid communications	9888239	Macromol Rapid Commun	1022-1336
23615	Science in China. Series A, Mathematics, physics, astronomy / Chinese Academy of Sciences	9890839	Sci China Ser A Math Phys Astron	1006-9283
23616	Journal of loss & trauma	101082763	J Loss Trauma	1532-5024
23617	Sensory neuron	101123611	Sens Neur	1567-5157
23618	Dementia (London, England)	101128698	Dementia (London)	1471-3012
23619	Psychiatry (Abingdon, England)	101170293	Psychiatry (Abingdon)	1476-1793
23620	Online journal of rural nursing and health care : the official journal of the Rural Nurse Organization	101175815	Online J Rural Nurs Health Care	XXXX-XXXX
23621	Revista internacional de psicologia y terapia psicologica = International journal of psychology and psychological therapy	101189161	Rev Int Psicol Ter Psicol	1577-7057
23622	Tijdschrift voor gezondheidszorg & ethiek : TGE	101195958	Tijdschr Gezondh Ethiek	1572-0179
23623	Journal of undergraduate neuroscience education : JUNE : a publication of FUN, Faculty for Undergraduate Neuroscience	101229224	J Undergrad Neurosci Educ	XXXX-XXXX
23624	Therapy	101230448	Therapy	1475-0708
23625	Methodology : European journal of research methods for the behavioral & social sciences	101265351	Methodology (Gott)	1614-1881
23626	Signal transduction	101273929	Signal Transduct	1615-4053
23627	Journal of population research (Canberra, A.C.T.)	101278333	J Popul Res (Canberra)	1443-2447
23628	Journal of social work values and ethics	101292628	J Soc Work Values Ethics	XXXX-XXXX
23629	Phonology	101304023	Phonology	0952-6757
23630	Mental health and substance use : dual diagnosis	101317175	Ment Health Subst Use	1752-3281
23631	North American journal of sports physical therapy : NAJSPT	101318564	N Am J Sports Phys Ther	1558-6162
23632	Pimatisiwin	101465108	Pimatisiwin	1705-7841
23633	Therapeutic advances in gastroenterology	101478893	Therap Adv Gastroenterol	1756-283X
23634	Epidemics	101484711	Epidemics	1755-4365
23635	Psychological trauma : theory, research, practice and policy	101495376	Psychol Trauma	1942-9681
23636	The open stem cell journal	101517594	Open Stem Cell J	XXXX-XXXX
23637	Research in the sociology of work	101517581	Res Sociol Work	0277-2833
23638	The review of financial studies	101517596	Rev Financ Stud	0893-9454
23639	NRL review (1988)	101517995	NRL Rev	1062-130X
23640	Leadership and policy in schools	101518017	Leadersh Policy Sch	1570-0763
23641	Mechanical systems and signal processing	101518029	Mech Syst Signal Process	0888-3270
23642	Communication education	101518040	Commun Educ	0363-4523
23643	Social issues and policy review	101518060	Soc Issues Policy Rev	1751-2395
23644	The open endocrinology journal	101518065	Open Endocrinol J	XXXX-XXXX
23645	The open reproductive science journal	101518067	Open Reprod Sci J	XXXX-XXXX
23646	The open sports sciences journal	101518070	Open Sports Sci J	XXXX-XXXX
23647	Topics in heterocyclic chemistry	101518077	Top Heterocycl Chem	1861-9282
23648	Debates do NER : publicacao do Nucleo de Estudos da Religiao do Programa de Pos-Graduacao em Antropologia Social da Universidade Federal do Rio Grande do Sul	101518091	Debates NER	1519-843X
23649	Facta universitatis. Series, Mechanics, automatic control and robotics	101518130	Facta Univ Ser Mech Autom Control Robot	0354-2009
23650	Transportation research. Part F, Traffic psychology and behaviour	101518139	Transp Res Part F Traffic Psychol Behav	1369-8478
23651	International journal of nanomanufacturing	101518146	Int J Nanomanuf	1746-9392
23652	Cognitive neuroscience	101518151	Cogn Neurosci	1758-8928
23653	Journal of experimental criminology	101518164	J Exp Criminol	1573-3750
23654	Virtual reality	101518169	Virtual Real	1359-4338
23655	Revista electronica de comunicacao, informacao & inovacao em saude : RECIIS	101518431	Rev Electron Comun Inf Inov Saude	XXXX-XXXX
23656	Mollusca	101519523	Mollusca	1864-5127
23657	Genes & genomics	101481027	Genes Genomics	1976-9571
23658	Ekologicheskaia genetika	101495627	Ekol Genet	1811-0932
23659	Mobile DNA	101519891	Mob DNA	XXXX-XXXX
23660	Diversity	101520026	Diversity (Basel)	1424-2818
23661	Methodist DeBakey cardiovascular journal	101508600	Methodist Debakey Cardiovasc J	1947-6094
23662	U.S. Army Medical Department journal	9617037	US Army Med Dep J	1524-0436
23663	The Reading teacher	0241423	Read Teach	0034-0561
23664	Paediatriki	7505065	Paidiatrike	0377-2551
23665	Reading research quarterly	9881215	Read Res Q	0034-0553
23666	Political psychology	9885421	Polit Psychol	0162-895X
23667	SIAM journal on scientific computing : a publication of the Society for Industrial and Applied Mathematics	9888470	SIAM J Sci Comput	1064-8275
23668	Review of general psychology : journal of Division 1, of the American Psychological Association	9890950	Rev Gen Psychol	1089-2680
23669	Nanotoxicology	101233132	Nanotoxicology	1743-5390
23670	Pharmaceutical medicine	101471195	Pharmaceut Med	1178-2595
23671	Therapeutic patient education	101517090	Ther Patient Educ	2100-0808
23672	Ocean & coastal management	101518802	Ocean Coast Manag	0964-5691
23673	Strain	101518671	Strain	0039-2103
23674	Philosophical magazine letters	101518807	Philos Mag Lett	0950-0839
23675	Nano research	101518856	Nano Res	1998-0124
23676	Ophthalmology and eye diseases	101518866	Ophthalmol Eye Dis	XXXX-XXXX
23677	The open critical care medicine journal	101518928	Open Crit Care Med J	XXXX-XXXX
23678	The open spectroscopy journal	101518991	Open Spectrosc J	XXXX-XXXX
23679	Trends in cancer research	101519024	Trends Cancer Res	0973-1040
23680	Psychology science quarterly	101519100	Psychol Sci Q	1866-6140
23681	Race and social problems	101519104	Race Soc Probl	1867-1748
23682	ESAIM. Mathematical modelling and numerical analysis = ESAIM. Modelisation mathematique et analyse numerique : M=2AN	101519480	Esaim Math Model Numer Anal	0764-583X
23683	Global social policy	101519498	Glob Soc Policy	1468-0181
23684	Zhongguo Hsu Mu Za Zhi	9887221	Zhongguo Hsu Mu Za Zhi	0258-7033
23685	Opuscula philolichenum	101520405	Opusc Philolichenum	1941-7519
23686	Zhejiang haiyang xueyuan xuebao ziran kexue ban	101520601	Zhejiang Haiyang Xueyuan Xuebao Ziran Kexue Ban	1008-830X
23687	Zhejiang da xue xue bao. Li xue ban = Journal of Zhejiang University. Sciences edition	101520615	Zhejiang Da Xue Xue Bao Li Xue Ban	1008-9497
23688	Asian biomedicine : research, reviews and news	101465147	Asian Biomed (Res Rev News)	1905-7415
23689	International journal of general medicine	101515487	Int J Gen Med	XXXX-XXXX
23690	International journal of cell biology	101517861	Int J Cell Biol	1687-8876
23691	International journal of otolaryngology	101518366	Int J Otolaryngol	1687-9201
23692	Journal of toxicology	101519097	J Toxicol	1687-8191
23693	International journal of biomaterials	101519099	Int J Biomater	1687-8787
23694	Journal of transplantation	101519118	J Transplant	2090-0007
23695	International journal of rheumatology	101519204	Int J Rheumatol	1687-9260
23696	Journal of biophysics (Hindawi Publishing Corporation : Online)	101519205	J Biophys	1687-8000
23697	International journal of analytical chemistry	101519424	Int J Anal Chem	1687-8760
23698	Automated experimentation	101519859	Autom Exp	XXXX-XXXX
23699	Psychiatry investigation	101242994	Psychiatry Investig	1738-3684
23700	History Ireland	101518175	Hist Irel	0791-8224
23701	Icon (London, England)	101518176	Icon (Lond)	1361-8113
23702	The Indian historical review	101518231	Indian Hist Rev	0376-9836
23703	Indica	101518235	Indica	0019-686X
23704	International journal of historical archaeology	101518236	Int J Hist Archaeol	1092-7697
23705	International labor and working class history	101518239	Int Labor Work Class Hist	0147-5479
23706	International peacekeeping (London, England)	101518244	Int Peacekeep	1353-3312
23707	Irish studies review	101518246	Ir Stud Rev	0967-0882
23708	Israel studies (Bloomington, Ind.)	101518249	Israel Stud (Bloomingt Ind)	1084-9513
23709	Jahrbuch fur Geschichte Lateinamerikas	101518253	Jahrb Gesch Lat Am	1438-4752
23710	Asian affairs	101518345	Asian Aff (Lond)	0306-8374
23711	America Latina en la historia economica : boletin de fuentes	101518314	Am Lat Hist Econ	1405-2253
23712	1999, Zeitschrift fur Sozialgeschichte des 20. und 21. Jahrhunderts	101518305	1999 Z Sozial 20 21 Jhd	0930-9977
23713	Archivium hibernicum : or, Irish historical records	101518316	Archiv Hibernicum	0044-8745
23714	Archivum historiae pontificiae	101518331	Arch Hist Pontif	0066-6785
23715	Archivum Ottomanicum	101518334	Arch Ottoman	0378-2808
23716	Aufklarung	101518350	Aufklarung (Hambg)	0178-7128
23717	Jewish culture and history	101518368	Jew Cult Hist	1462-169X
23718	Cuadernos de historia moderna	101518409	Cuad Hist Mod	0214-4018
23719	Cuadernos de historia del derecho (Madrid, Spain)	101518407	Cuad Hist Derecho	1133-7613
23720	Dress	101518410	Dress	0361-2112
23721	Crossroads (De Kalb, Ill.)	101518433	Crossroads (De Kalb)	0741-2037
23722	East Asia (Piscataway, N.J.)	101518439	East Asia (Piscataway)	1096-6838
23723	Economic journal (London, England)	101518442	Econ J (London)	0013-0133
23724	History & memory	101518482	Hist Mem	0935-560X
23725	Commonwealth & comparative politics	101518497	Commonw Comp Polit	1466-2043
23726	ELH	101518512	ELH	0013-8304
23727	Jin dai Zhongguo shi yan jiu tong xun : Newsletter for modern Chinese history / Zhong yang yan jiu yuan jin dai shi yan jiu suo	101518501	Jin Dai Zhong Shi Yan Jiu Tong Xun	1016-0566
23728	Ethnologies	101518516	Ethnologies (Que)	1481-5974
23729	European journal of East Asian studies	101518518	Eur J East Asian Stud	1568-0584
23730	European review of economic history	101518520	Eur Rev Econ Hist	1361-4916
23731	The journal of Burma studies	101518521	J Burma Stud	1094-799X
23732	Explorations in early American culture	101518523	Explor Early Am Culture	1534-1267
23733	Faravid	101518524	Faravid	0356-5629
23734	French history	101518525	Fr Hist	0269-1191
23735	Fruhneuzeit-Info / herausgegeben vom Institut fur die Erforschung der Fruhen Neuzeit	101518544	Fruhneuz Info	0940-4007
23736	Jin dai shi yan jiu	101518546	Jin Dai Shi Yan Jiu	1001-6708
23737	Austrian history yearbook	101518551	Austrian Hist Yearb	0067-2378
23738	Beijing da xue xue bao. Zhe xue she hui ke xue ban	101518554	Beijing Da Xue Xue Bao Zhe Xue She Hui Ke Xue Ban	1000-5919
23739	Biuletyn historii sztuki	101518556	Biul Hist Sztuki	0006-3967
23740	Bulgarian historical review	101518557	Bulg Hist Rev	0324-0207
23741	Cahiers du monde russe	101518558	Cah Monde Russe	1252-6576
23742	The Calcutta historical journal	101518560	Calcutta Hist J	0254-9794
23743	Colonial Latin American review	101518609	Colon latin Am Rev	1060-9164
23744	Casopis za suvremenu povijest / Institut za historiju radnickog pokreta Hrvatske, Zagreb	101518610	Cas Suvrem Povij	0590-9597
23745	Journal of design history	101519159	J Des Hist	0952-4649
23746	The Journal of Japanese studies	101519301	J Jpn Stud	0095-6848
23747	The journal of Kurdish studies	101519303	J Kurd Stud	1370-7205
23748	Journal of Natal and Zulu history	101519305	J Natal Zulu Hist	0259-0123
23749	Journal of the Asiatic Society of Bangladesh. Humanities	101519348	J Asiat Soc Bangladesh Humanit	1015-6836
23750	Journal of the Southwest	101519421	J Southwest	0894-8410
23751	Journal - United Reformed Church History Society. United Reformed Church History Society	101519476	J United Reform Church Hist Soc	0049-5433
23752	Journal of third world studies	101519478	J Third World Stud	8755-3449
23753	Journal of world history : official journal of the World History Association	101519502	J World Hist	1045-6007
23754	Journalism & communication monographs	101519504	Journal Commun Monogr	1522-6379
23755	Kwartalnik historii zydow : Jewish history quarterly / Zydowski Instytut Historyczny--IN-B	101519507	Kwart Hist Zydow	XXXX-XXXX
23756	Gendaishi kenkyu	101519972	Gendaishi Kenkyu	XXXX-XXXX
23757	Kyrkohistorisk arsskrift	101519508	Kyrkohist Arsskr	0085-2619
23758	Historia	101519975	Historia Santiago	0073-2435
23759	Historia critica (Bogota, Colombia)	101519982	Hist Crit	0121-1617
23760	Historia y politica (Madrid, Spain : 1999)	101519989	Hist Polit	1575-0361
23761	Han xue yan jiu = Chinese studies	101520038	Han Xue Yan Jiu	0254-4466
23762	Historiographia linguistica	101520043	Historiogr Linguist	0302-5160
23763	Histoire urbaine	101520039	Hist Urbaine	1628-0482
23764	Hystrix (Online)	101521072	Hystrix	XXXX-XXXX
23765	Harvard Ukrainian studies	101520052	Harv Ukr Stud	0363-5570
23766	Doriana	101521077	Doriana (Genova)	0417-9927
23767	Historiens et geographes	101520063	Historiens Geogr	0046-757X
23768	Pharmeuropa bio & scientific notes	101510163	Pharmeur Bio Sci Notes	2075-2164
23769	Science translational medicine	101505086	Sci Transl Med	1946-6234
23770	Galaxea	101521258	Galaxea (Tokyo)	1883-0838
23771	Moscow University biological sciences bulletin	7503834	Moscow Univ Biol Sci Bull	0096-3925
23772	Veroffentlichungen des Naturkundemuseums Erfurt / Museen der Stadt Erfurt	101521414	Veroff Natkdmus (Erfurt)	0232-9565
23773	Cryogenics	0356503	Cryogenics (Guildf)	0011-2275
23774	IEEE transactions on electron devices	0422675	IEEE Trans Electron Devices	0018-9383
23775	Topics in early childhood special education	8802400	Topics Early Child Spec Educ	0271-1214
23776	Neurosurgery quarterly	9111661	Neurosurg Q	1050-6438
23777	Menopause management	9419688	Menopause Manag	1062-7332
23778	IEEE transactions on antennas and propagation	9879624	IEEE Trans Antennas Propag	0018-926X
23779	Library & information science research	9880329	Libr Inf Sci Res	0740-8188
23780	Advances in social work	100911381	Adv Soc Work	1527-8565
23781	Youth violence and juvenile justice	101187603	Youth Violence Juv Justice	1541-2040
23782	Diagnostic histopathology (Oxford, England)	101462816	Diagn Histopathol (Oxf)	1756-2317
23783	Vienna yearbook of population research / Vienna Institute of Demography, Austrian Academy of Sciences	101478017	Vienna Yearb Popul Res	1728-4414
23784	The World Allergy Organization journal	101481283	World Allergy Organ J	XXXX-XXXX
23785	The journal of the American College of Certified Wound Specialists	101490856	J Am Col Certif Wound Spec	1876-4983
23786	Journal of neurointerventional surgery	101517079	J Neurointerv Surg	1759-8478
23787	Reading research and instruction : the journal of the College Reading Association	101519113	Read Res Instr	0886-0246
23788	Roeper review	101519121	Roeper Rev	0278-3193
23789	JOM (Warrendale, Pa. : 1989)	101519570	JOM (1989)	1047-4838
23790	Journal of empirical legal studies	101519921	J Empir Leg Stud	1740-1453
23791	International journal of information technology & decision making	101519927	Int J Inf Technol Decis Mak	0219-6220
23792	Journal of societal & social policy	101520217	J Soc Soc Policy	1681-2816
23793	Proteomics insights	101520219	Proteomics Insights	XXXX-XXXX
23794	Research in the schools : a nationally refereed journal sponsored by the Mid-South Educational Research Association and the University of Alabama	101520215	Res Sch	1085-5300
23795	Journal of neuroscience, psychology, and economics	101520255	J Neurosci Psychol Econ	1937-321X
23796	International journal of information management	101520272	Int J Inf Manage	0268-4012
23797	International transactions in operational research : a journal of The International Federation of Operational Research Societies	101520283	Int Trans Oper Res	0969-6016
23798	Journal of convex analysis	101520287	J Convex Anal	0944-6532
23799	Materials letters	101520326	Mater Lett	0167-577X
23800	International journal of pure and applied mathematics : IJPAM	101520380	Int J Pure Appl Math	1311-8080
23801	The annals of applied probability : an official journal of the Institute of Mathematical Statistics	101520348	Ann Appl Probab	1050-5164
23802	Inverse problems and imaging (Springfield, Mo.)	101520824	Inverse Probl Imaging (Springfield)	1930-8337
23803	The journal of fourier analysis and applications	101520843	J Fourier Anal Appl	1069-5869
23804	Journal of nonlinear and convex analysis	101520394	J Nonlinear Convex Anal	1345-4773
23805	Genome dynamics and stability	101521084	Genome Dyn Stab	1861-3373
23806	SIAM journal on optimization : a publication of the Society for Industrial and Applied Mathematics	101520392	SIAM J Optim	1052-6234
23807	Japanese journal of applied physics (2008)	101520567	Jpn J Appl Phys (2008)	XXXX-XXXX
23808	Proceedings of the ... IEEE/RAS-EMBS International Conference on Biomedical Robotics and Biomechatronics. IEEE/RAS-EMBS International Conference on Biomedical Robotics and Biomechatronics	101521127	Proc IEEE RAS EMBS Int Conf Biomed Robot Biomechatron	XXXX-XXXX
23809	Journal of career development	101521277	J Career Dev	0894-8453
